Number,Volcano Name,Country,Region,Latitude,Longitude,Elev,Type,Status,Last Known
1802-12-,Madeira,Portugal,Azores,32.733,-16.967,1862.0,Shield volcano,Radiocarbon,D7
1404-13-,Maderas,Nicaragua,Nicaragua,11.446,-85.515,1394.0,Stratovolcano,Holocene,U
0503-004,Madilogo,Papua New Guinea,New Guinea,-9.2,147.57,850.0,Pyroclastic cone,Holocene,U
0702-01=,Magaso,Philippines,Philippines-C,9.258,123.175,1904.0,Stratovolcano,Holocene,U
1102-15-,Mageik,United States,Alaska Peninsula,58.2,-155.25,2165.0,Stratovolcano,Historical,D2
0702-07=,Mahagnoa,Philippines,Philippines-C,10.872,124.853,800.0,Stratovolcano,Fumarolic,U
0606-11=,Mahawu,Indonesia,Sulawesi-Indonesia,1.358,124.858,1324.0,Stratovolcano,Historical,D1
1507-021,Maipo,Argentina,Chile-C,-34.161,-69.833,5264.0,Caldera,Historical,D2
0701-04=,Makaturing,Philippines,Mindanao-Philippines,7.647,124.32,1940.0,Stratovolcano,Holocene,U
0608-07=,Makian,Indonesia,Halmahera-Indonesia,0.32,127.4,1357.0,Stratovolcano,Historical,D1
1101-31-,Makushin,United States,Aleutian Is,53.9,-166.93,2036.0,Stratovolcano,Historical,D1
0603-081,Malabar,Indonesia,Java,-7.13,107.65,2343.0,Stratovolcano,Holocene,Unknown
0603-292,Malang Plain,Indonesia,Java,-8.02,112.68,680.0,Maar,Holocene,U
0703-04=,Malinao,Philippines,Luzon-Philippines,13.422,123.597,1548.0,Stratovolcano,Fumarolic,U1
1401-091,"Malinche, La",Mexico,Mexico,19.23,-98.03,4503.0,Stratovolcano,Radiocarbon,D7
0701-071,Malindang,Philippines,Mindanao-Philippines,8.22,123.63,2435.0,Stratovolcano,Holocene,U
0703-044,Malindig,Philippines,Luzon-Philippines,13.24,122.018,1157.0,Stratovolcano,Hot Springs,U
0601-121,Malintang,Indonesia,Sumatra,0.467,99.667,1983.0,Stratovolcano,Holocene,U
0201-102,Mallahle,Ethiopia,Africa-NE,13.27,41.65,1875.0,Stratovolcano,Holocene,Unknown
1000-29-,Maly Payalpan,Russia,Kamchatka,55.82,157.98,1802.0,Shield volcano,Holocene,U
1000-14=,Maly Semiachik,Russia,Kamchatka,54.13,159.67,1560.0,Caldera,Historical,D2
0503-021,Managlase Plateau,Papua New Guinea,New Guinea,-9.08,148.33,1342.0,Volcanic field,Anthropology,U
0501-02=,Manam,Papua New Guinea,New Guinea-NE of,-4.1,145.061,1807.0,Stratovolcano,Historical,D1
1703-15-,Manareyjar,Iceland,Iceland-N,66.3,-17.1,0.0,Submarine volcano,Historical,D3
0201-120,Manda Gargori,Ethiopia,Ethiopia,11.75,41.483,,Fissure vents,Anthropology,U
0201-115,Manda Hararo,Ethiopia,Africa-NE,12.17,40.82,600.0,Shield volcano,Holocene,U
0201-122,Manda-Inakir,Ethiopia,Africa-NE,12.38,42.2,600.0,Fissure vent,Historical,D2
0702-03=,Mandalagan,Philippines,Philippines-C,10.615,123.22,1879.0,Stratovolcano,Holocene,U
0204-02-,Manengouba,Cameroon,Africa-W,5.03,9.83,2411.0,Stratovolcano,Holocene,U
0605-08=,Manuk,Pacific Ocean,Banda Sea,-5.53,130.292,282.0,Stratovolcano,Fumarolic,U
0205-006,Manzaz Volc Field,Algeria,Africa-N,23.917,5.833,1672.0,Scoria cones,Holocene,U
0703-06=,Maquiling,Philippines,Luzon-Philippines,14.13,121.2,1090.0,Stratovolcano,Holocene,U
0601-14=,Marapi,Indonesia,Sumatra,-0.381,100.473,2891.0,Complex volcano,Historical,D1
1503-08=,Marchena,Ecuador,Galapagos,0.33,-90.47,343.0,Shield volcano,Historical,D1
0608-062,Mare,Indonesia,Halmahera-Indonesia,0.57,127.4,308.0,Unknown,Holocene,U
0301-10-,"Marha, Jabal el-",Yemen,Arabia-S,15.28,44.22,2650.0,Tuff cone,Holocene,U
0304-07-,Marion Island,South Africa,Indian O-S,-46.9,37.75,1230.0,Shield volcano,Historical,D1
0703-081,Mariveles,Philippines,Luzon-Philippines,14.5,120.5,1420.0,Stratovolcano,Radiocarbon,D7
1207-04-,Markagunt Plateau,United States,US-Utah,37.58,-112.67,2840.0,Volcanic field,Dendrochronology,D6
0401-061,Maroa,New Zealand,New Zealand,-38.42,176.08,1156.0,Caldera,Tephrochronology,D6
0205-03-,"Marra, Jebel",Sudan,Africa-N,12.95,24.27,3042.0,Volcanic field,Radiocarbon,D7
0202-021,Marsabit,Kenya,Africa-E,2.32,37.97,1707.0,Shield volcano,Holocene,Unknown
1102-14-,Martin,United States,Alaska Peninsula,58.17,-155.35,1860.0,Stratovolcano,Historical,D2
0703-031,Masaraga,Philippines,Luzon-Philippines,13.32,123.6,1328.0,Stratovolcano,Holocene,U
1404-10=,Masaya,Nicaragua,Nicaragua,11.984,-86.161,635.0,Caldera,Historical,D1
1401-031,Mascota Volc Field,Mexico,Mexico,20.62,-104.83,2540.0,Shield volcano,Holocene,U
1000-001,Mashkovtsev,Russia,Kamchatka,51.1,156.72,503.0,Stratovolcano,Holocene,U
0805-081,Mashu,Japan,Hokkaido-Japan,43.57,144.57,855.0,Caldera,Radiocarbon,D6
0201-105,Mat Ala,Ethiopia,Africa-NE,13.1,41.15,523.0,Shield volcano,Holocene,U
0508-01=,Matthew Island,Pacific Ocean,SW Pacific,-22.33,171.32,177.0,Stratovolcano,Historical,D2
0701-02=,Matutum,Philippines,Mindanao-Philippines,6.37,125.108,2293.0,Stratovolcano,Holocene,U
0804-143,Maug Islands,United States,Mariana Is-C Pacific,20.017,145.217,227.0,Stratovolcano,Fumarolic,U
1507-061,"Maule, Laguna del",Chile,Chile-C,-36.02,-70.58,3092.0,Stratovolcano,Holocene,U
1302-03-,Mauna Kea,United States,Hawaiian Is,19.82,-155.47,4206.0,Shield volcano,Radiocarbon,D7
1302-02=,Mauna Loa,United States,Hawaiian Is,19.475,-155.608,4170.0,Shield volcano,Historical,D1
0203-01=,May-ya-moto,"Congo, DRC",Africa-C,-0.93,29.33,950.0,Fumarole field,Fumarolic,Unknown
0703-03=,Mayon,Philippines,Luzon-Philippines,13.257,123.685,2462.0,Stratovolcano,Historical,D1
0401-021,Mayor Island,New Zealand,New Zealand,-37.28,176.25,355.0,Shield volcano,Radiocarbon,D7
0304-011,McDonald Islands,Indian Ocean,Indian O-S,-53.03,72.6,186.0,Complex volcano,Historical,D1
1200-18-,Meager,Canada,Canada,50.63,-123.5,2680.0,Complex volcano,Radiocarbon,D7
1203-02-,Medicine Lake,United States,US-California,41.58,-121.57,2412.0,Shield volcano,Radiocarbon,D6
0900-10=,Medvezhia,Russia,Kuril Is,45.38,148.83,1124.0,Somma volcano,Historical,D1
0201-33-,Mega Basalt Field,Kenya,Africa-E,4.08,37.42,1067.0,Pyroclastic cone,Holocene,U
0803-262,Megata,Japan,Honshu-Japan,39.95,139.73,291.0,Maar,Tephrochronology,D7
1303-06-,Mehetia,France,Society Is-C Pacific,-17.87,-148.07,435.0,Stratovolcano,Anthropology,U
0205-05-,Meidob Volc Field,Sudan,Africa-N,15.32,26.47,2000.0,Scoria cone,Holocene,D7
1900-015,Melbourne,Antarctica,Antarctica,-74.35,164.7,2732.0,Stratovolcano,Tephrochronology,D4
1508-053,Melimoyu,Chile,Chile-S,-44.08,-72.88,2400.0,Stratovolcano,Holocene,U
0900-02=,Mendeleev,Russia,Kuril Is,43.98,145.7,887.0,Stratovolcano,Historical,D3
0202-06=,Menengai,Kenya,Africa-E,-0.2,36.07,2278.0,Shield volcano,Tephrochronology,D7
1508-055,Mentolat,Chile,Chile-S,-44.67,-73.08,1660.0,Stratovolcano,Holocene,Unknown
0603-25=,Merapi,Indonesia,Java,-7.542,110.442,2947.0,Stratovolcano,Historical,D1
0603-24=,Merbabu,Indonesia,Java,-7.45,110.43,3145.0,Stratovolcano,Historical,D4
0507-021,Mere Lava,Vanuatu,Vanuatu-SW Pacific,-14.45,168.05,1028.0,Stratovolcano,Holocene,U
0202-16=,Meru,Tanzania,Africa-E,-3.25,36.75,4565.0,Stratovolcano,Historical,D2
0102-02=,Methana,Greece,Greece,37.615,23.336,760.0,Lava dome,Historical,D7
0403-07=,Metis Shoal,Tonga,Tonga-SW Pacific,-19.18,-174.87,43.0,Submarine volcano,Historical,D1
1000-57-,Mezhdusopochny,Russia,Kamchatka,57.47,160.25,1641.0,Shield volcano,Holocene,U
1900-09=,Michael,Antarctica,Antarctica,-57.78,-26.45,990.0,Stratovolcano,Historical,D3
1401-06=,Michoacan-Guanajuato,Mexico,Mexico,19.48,-102.25,3860.0,Cinder cone,Historical,D2
1600-10=,Micotrin,Dominica,W Indies,15.33,-61.33,1387.0,Lava dome,Historical,D3
1003-05-,Middle Gobi,Mongolia,Mongolia,45.28,106.7,1120.0,Cinder cone,Holocene,Unknown
1200-12-,Milbanke Sound Group,Canada,Canada,52.5,-128.73,335.0,Cinder cone,Holocene,U
0900-161,Milne,Russia,Kuril Is,46.82,151.78,1540.0,Somma volcano,Holocene,U
0102-03=,Milos,Greece,Greece,36.699,24.439,751.0,Stratovolcano,Holocene,U
0804-131,Minami-Hiyoshi,Japan,Volcano Is-Japan,23.507,141.905,-30.0,Submarine volcano,Historical,D1
1508-04=,Minchinmavida,Chile,Chile-S,-42.78,-72.43,2404.0,Stratovolcano,Historical,D3
1405-03=,Miravalles,Costa Rica,Costa Rica,10.748,-85.153,2028.0,Stratovolcano,Historical,D2
1504-01=,"Misti, El",Peru,Peru,-16.294,-71.409,5822.0,Stratovolcano,Historical,D4
0804-04=,Miyake-jima,Japan,Izu Is-Japan,34.08,139.53,815.0,Stratovolcano,Historical,D1
1507-13=,Mocho-Choshuenco,Chile,Chile-C,-39.927,-72.027,2422.0,Stratovolcano,Historical,D2
1101-111,Moffett,United States,Aleutian Is,51.93,-176.75,1196.0,Stratovolcano,Holocene,U
1502-003,Mojanda,Ecuador,Ecuador,0.13,-78.27,4263.0,Stratovolcano,Holocene,Unknown
1502-005,Mojanda,Ecuador,Ecuador,0.133,-78.267,4263.0,Stratovolcanoes,Holocene?,?
0804-094,Mokuyo Seamount,Japan,Izu Is-Japan,28.317,140.567,-920.0,Submarine volcano,Fumarolic,U
1404-11=,Mombacho,Nicaragua,Nicaragua,11.826,-85.968,1344.0,Stratovolcano,Holocene,U
1404-09=,Momotombo,Nicaragua,Nicaragua,12.422,-86.54,1297.0,Stratovolcano,Historical,D2
1802-11=,Monaco Bank,Portugal,Azores,37.6,-25.88,-197.0,Submarine volcano,Historical,D2
1507-041,Mondaca,Chile,Chile-C,-35.464,-70.8,2048.0,Lava dome,Holocene,U
1203-12-,Mono Craters,United States,US-California,37.88,-119.0,2796.0,Lava dome,Radiocarbon,D6
1203-11-,Mono Lake Volc Field,United States,US-California,38.0,-119.03,2121.0,Cinder cone,Tephrochronology,D4
0402-05-,Monowai Seamount,New Zealand,Kermadec Is,-25.887,-177.188,-100.0,Submarine volcano,Historical,D1
1900-081,Montagu Island,Antarctica,Antarctica,-58.417,-26.333,1370.0,Shield volcano,Historical,D1
1900-020,"Morning, Mt.",Antarctica,Antarctica,-78.5,163.533,2723.0,Shield volcano,Holocene,U
0608-063,Moti,Indonesia,Halmahera-Indonesia,0.45,127.4,950.0,Stratovolcano,Holocene,U
0507-001,Motlav,Vanuatu,Vanuatu-SW Pacific,-13.67,167.67,411.0,Stratovolcano,Holocene,U
1303-05-,Moua Pihaa,France,Society Is-C Pacific,-18.32,-148.67,-180.0,Submarine volcano,Seismicity,U
0201-123,Mousa Alli,Djibouti,Africa-NE,12.47,42.4,2028.0,Stratovolcano,Holocene,U
1402-13-,Moyuta,Guatemala,Guatemala,14.03,-90.1,1662.0,Stratovolcano,Hot Springs,U
0203-06-,Muhavura,Uganda,Africa-C,-1.38,29.67,4127.0,Stratovolcano,Holocene,U
1702-08-,Mundafell,Iceland,Iceland-S,63.98,-19.7,1491.0,Stratovolcano,Historical,D1
0502-021,Mundua,Papua New Guinea,New Britain-SW Pac,-4.63,149.35,179.0,Complex volcano,Holocene,U
0603-251,Muria,Indonesia,Java,-6.617,110.883,1625.0,Stratovolcano,Holocene,D7
0503-02=,Musa River,Papua New Guinea,New Guinea,-9.308,148.13,808.0,Hydrothermal field,Hot Springs,Unknown
1000-06=,Mutnovsky,Russia,Kamchatka,52.453,158.195,2322.0,Complex volcano,Historical,D2
0804-061,Myojun Knoll,Japan,Izu Is-Japan,32.1,139.85,360.0,Submarine volcano,Holocene,Unknown
0803-10=,Myoko,Japan,Honshu-Japan,36.88,138.12,2446.0,Stratovolcano,Radiocarbon,D7
0804-211,NW Rota-1,United States,Mariana Is-C Pacific,14.601,144.775,-517.0,Submarine volcano,Historical,D1
0201-101,Nabro,Eritrea,Africa-NE,13.37,41.7,2218.0,Stratovolcano,Holocene,Unknown
0405-03-,Nabukelevu,Tonga,Fiji Is-SW Pacific,-19.117,177.983,805.0,Lava domes,Radiocarbon,D5
0802-04=,Nakano-shima,Japan,Ryukyu Is,29.85,129.87,979.0,Stratovolcano,Historical,D2
0202-04-,Namarunu,Kenya,Africa-E,1.9,36.27,817.0,Shield volcano,Tephrochronology,D7
0803-141,Nantai,Japan,Honshu-Japan,36.77,139.5,2484.0,Stratovolcano,Holocene,U
1401-095,Naolinco Volc Field,Mexico,Mexico,19.67,-96.75,2000.0,Pyroclastic cone,Holocene,U
0600-001,Narcondum,India,Andaman Is-Indian O,13.43,94.25,710.0,Stratovolcano,Holocene,U
0803-20=,Narugo,Japan,Honshu-Japan,38.73,140.73,462.0,Caldera,Historical,D6
0803-15=,Nasu,Japan,Honshu-Japan,37.12,139.97,1917.0,Stratovolcano,Historical,D2
0703-082,Natib,Philippines,Luzon-Philippines,14.705,120.4,1287.0,Stratovolcano,Holocene,Unknown
1200-14-,Nazko,Canada,Canada,52.9,-123.73,1230.0,Cinder cone,Radiocarbon,D7
0604-13=,Ndete Napu,Indonesia,Lesser Sunda Is,-8.72,121.78,750.0,Fumarole field,Fumarolic,Unknown
1503-05=,"Negra, Sierra",Ecuador,Galapagos,-0.83,-91.17,1490.0,Shield volcano,Historical,D1
1505-106,"Negrillar, El",Chile,Chile-N,-24.18,-68.25,3500.0,Pyroclastic cone,Holocene,Unknown
1505-109,"Negrillar, La",Chile,Chile-N,-24.28,-68.6,4109.0,Pyroclastic cone,Holocene,Unknown
1501-11=,"Negro de Mayasquer, Cerro",Ecuador,Colombia,0.828,-77.964,4445.0,Stratovolcano,Holocene,D2
1404-07=,"Negro, Cerro",Nicaragua,Nicaragua,12.506,-86.702,728.0,Cinder cone,Historical,D1
1404-092,Nejapa-Miraflores,Nicaragua,Nicaragua,12.12,-86.32,360.0,Fissure vent,Holocene,U
0900-32=,Nemo Peak,Russia,Kuril Is,49.57,154.808,1018.0,Caldera,Historical,D2
0103-02=,Nemrut Dagi,Turkey,Turkey,38.65,42.02,3050.0,Stratovolcano,Historical,D6
1505-125,"Nevada, Sierra",Argentina,Chile,-26.48,-68.58,6127.0,Complex volcano,Holocene,U
1600-04=,Nevis Peak,Netherlands,W Indies,17.15,-62.58,985.0,Stratovolcano,Holocene,U
1202-11-,Newberry Volcano,United States,US-Oregon,43.722,-121.229,2434.0,Shield volcano,Radiocarbon,D6
0509-01-,Newer Volcanics Prov,Australia,Australia,-37.77,142.5,1011.0,Shield volcano,Radiocarbon,D7
0204-04-,Ngaoundere Plateau,Cameroon,Africa-W,7.25,13.67,0.0,Volcanic field,Holocene,Unknown
0401-09=,Ngauruhoe,New Zealand,New Zealand,-39.158,175.63,2291.0,Stratovolcano,Historical,D1
0202-164,Ngozi,Tanzania,Africa-E,-8.97,33.57,2622.0,Caldera,Holocene,U
1504-008,"Nicholson, Cerro",Peru,Peru,-16.258,-71.753,2520.0,Cinder cone,Holocene,U
0605-02=,Nieuwerkerk,Pacific Ocean,Banda Sea,-6.6,124.675,-2285.0,Submarine volcano,Uncertain,Unknown
1806-011,Nightingale Island,United Kingdom,Atlantic-S,-37.417,-12.483,365.0,Stratovolcano,Historical,D1
0804-02=,Nii-jima,Japan,Izu Is-Japan,34.37,139.27,432.0,Lava dome,Historical,D6
0803-09=,Niigata-Yake-yama,Japan,Honshu-Japan,36.92,138.03,2400.0,Lava dome,Historical,D1
0804-132,Nikko,Japan,Volcano Is-Japan,23.075,142.308,-391.0,Submarine volcano,Uncertain,Unknown
0803-14=,Nikko-Shirane,Japan,Honshu-Japan,36.8,139.38,2578.0,Shield volcano,Historical,D3
0605-06=,Nila,Pacific Ocean,Banda Sea,-6.73,129.5,781.0,Stratovolcano,Historical,D1
0805-061,Nipesotsu-Upepesanke,Japan,Japan,43.45,143.03,2013.0,Lava dome,Historical,D3
0805-031,Niseko,Japan,Hokkaido-Japan,42.88,140.63,1154.0,Stratovolcano,Holocene,U
0804-096,Nishino-shima,Japan,Volcano Is-Japan,27.274,140.882,38.0,Caldera,Historical,D2
0102-05=,Nisyros,Greece,Greece,36.58,27.18,698.0,Stratovolcano,Historical,D3
0403-11=,Niuafo'ou,Tonga,Tonga-SW Pacific,-15.6,-175.63,260.0,Shield volcano,Historical,D1
0803-06=,Norikura,Japan,Honshu-Japan,36.12,137.55,3026.0,Stratovolcano,Radiocarbon,D7
1301-031,North Gorda Ridge,Pacific Ocean,Pacific-NE,42.667,-126.783,-3000.0,Submarine volcano,Historical,D2
1301-021,North Gorda Ridge,Pacific Ocean,Pacific-NE,42.67,-126.78,-3000.0,Submarine volcano,Historical,D1
0202-001,North Island,Kenya,Africa-E,4.07,36.05,520.0,Tuff cone,Holocene,U
1202-07-,North Sister Field,United States,US-Oregon,44.17,-121.77,3074.0,Complex volcano,Radiocarbon,D6
0507-081,North Vate,Vanuatu,Vanuatu-SW Pacific,-17.45,168.33,594.0,Stratovolcano,Holocene,U
1304-021,Northern EPR-Segment RO3,Pacific Ocean,Pacific-E,15.833,-105.433,-2300.0,Submarine volcano,Magnetism,D7
0303-012,Nosy-Be,Madagascar,Madagascar,-13.32,48.48,214.0,Cinder cone,Holocene,U
1102-18-,Novarupta,United States,Alaska Peninsula,58.27,-155.16,841.0,Caldera,Historical,D2
1505-036,Nuevo Mundo,Bolivia,Bolivia,-19.783,-66.483,5438.0,Lava domes,Holocene?,?
0803-151,Numazawa,Japan,Honshu-Japan,37.43,139.58,1100.0,Shield volcano,Radiocarbon,D7
1104-06-,Nunivak Island,United States,Alaska-W,60.02,-166.33,511.0,Shield volcano,Holocene,U
0202-056,Nyambeni Hills,Kenya,Africa-E,0.23,37.87,750.0,Shield volcano,Holocene,U
0203-02=,Nyamuragira,"Congo, DRC",Africa-C,-1.408,29.2,3058.0,Shield volcano,Historical,D1
0203-03=,Nyiragongo,"Congo, DRC",Africa-C,-1.52,29.25,3470.0,Stratovolcano,Historical,D1
0404-01=,Ofu-Olosega,United States,Samoa-SW Pacific,-14.175,-169.618,639.0,Shield volcano,Historical,D3
1505-13=,"Ojos del Salado, Nevados",Argentina,Chile-N,-27.12,-68.53,6887.0,Stratovolcano,Holocene,U
1002-06-,Oka Volc Field,Russia,Russia-SE,52.7,98.98,2077.0,Cinder cone,Holocene,U
0401-05=,Okataina,New Zealand,New Zealand,-38.12,176.5,1111.0,Lava dome,Historical,D1
0803-003,Oki-Dogo,Japan,Honshu-Japan,36.17,133.33,151.0,Shield volcano,Anthropology,U
1101-29-,Okmok,United States,Aleutian Is,53.42,-168.13,1073.0,Shield volcano,Historical,D1
0204-03-,Oku Volc Field,Cameroon,Africa-W,6.25,10.5,3011.0,Maar,Radiocarbon,D5
0202-055,Ol Kokwe,Kenya,Africa-E,0.63,36.08,1130.0,Shield volcano,Holocene,U
1505-05=,Olca-Paruma,Bolivia,Chile-N,-20.93,-68.48,5407.0,Stratovolcano,Historical,D3
0202-09=,Olkaria,Kenya,Africa-E,-0.904,36.292,2434.0,Pumice cone,Radiocarbon,D4
1000-055,Olkoviy,Russia,Kamchatka,52.077,157.477,636.0,Shield volcano,Holocene,U
1505-06=,Ollague,Bolivia,Chile-N,-21.3,-68.18,5868.0,Stratovolcano,Holocene,U
0100-03-,Olot Volc Field,Spain,Spain,42.17,2.53,893.0,Pyroclastic cone,Holocene,Unknown
0804-091,Omachi Seamount,Japan,Izu Is-Japan,29.22,140.8,-1700.0,Submarine volcano,Uncertain,Unknown
0803-142,Omanago Group,Japan,Honshu-Japan,36.78,139.5,2367.0,Lava dome,Holocene,U
0803-04=,On-take,Japan,Honshu-Japan,35.9,137.48,3063.0,Complex volcano,Historical,D1
1000-08=,Opala,Russia,Kamchatka,52.543,157.335,2475.0,Caldera,Radiocarbon,D6
1704-01=,Oraefajokull,Iceland,Iceland-SE,64.0,-16.65,2119.0,Stratovolcano,Historical,D4
1401-10=,"Orizaba, Pico de",Mexico,Mexico,19.03,-97.268,5675.0,Stratovolcano,Historical,D5
0302-14-,Ormus Islands,Indian Ocean,Arabia-S,26.0,57.0,0.0,Submarine volcano,Holocene,D2
1405-01=,Orosi,Costa Rica,Costa Rica,10.98,-85.473,1659.0,Stratovolcano,Uncertain,Unknown
0804-01=,Oshima,Japan,Izu Is-Japan,34.73,139.38,758.0,Stratovolcano,Historical,D1
0805-01=,Oshima-Oshima,Japan,Hokkaido-Japan,41.5,139.37,737.0,Stratovolcano,Historical,D4
0803-29=,Osore-yama,Japan,Honshu-Japan,41.32,141.08,879.0,Stratovolcano,Historical,D4
1508-01=,Osorno,Chile,Chile-S,-41.1,-72.493,2652.0,Stratovolcano,Historical,D3
1000-056,Ostanets,Russia,Kamchatka,52.146,157.322,719.0,Shield volcano,Holocene,U
1000-68-,Ostry,Russia,Kamchatka,58.18,160.82,2552.0,Stratovolcano,Holocene,U
1000-057,Otdelniy,Russia,Kamchatka,52.22,157.428,791.0,Shield volcano,Holocene,U
1505-097,"Overo, Cerro",Chile,Chile-N,-23.35,-67.67,4555.0,Maar,Holocene,U
1000-051,Ozernoy,Russia,Kamchatka,51.88,157.38,562.0,Shield volcano,Holocene,U
1402-11=,Pacaya,Guatemala,Guatemala,14.381,-90.601,2552.0,Complex volcano,Historical,D1
0701-09-,Paco,Philippines,Mindanao-Philippines,9.593,125.52,524.0,Stratovolcano,Anthropology,U
0804-17=,Pagan,United States,Mariana Is-C Pacific,18.13,145.8,570.0,Stratovolcano,Historical,D1
0502-08=,Pago,Papua New Guinea,New Britain-SW Pac,-5.58,150.52,742.0,Caldera,Historical,D2
0202-053,Paka,Kenya,Africa-E,0.92,36.18,1697.0,Shield volcano,Ar/Ar,D7
1508-08-,Palei-Aike Volc Field,Chile,Chile-S,-52.0,-70.0,250.0,Cinder cone,Anthropology,D7
1508-052,Palena Volc Group,Chile,Chile-S,-43.68,-72.5,0.0,Cinder cone,Holocene,U
0101-031,Palinuro,Italy,Italy,39.483,14.833,-70.0,Submarine volcano,Radiocarbon,D7
1507-022,Palomo,Chile,Chile-C,-34.608,-70.295,4860.0,Stratovolcano,Holocene,U
0604-15=,Paluweh,Indonesia,Lesser Sunda Is,-8.32,121.708,875.0,Stratovolcano,Historical,D1
1505-042,Pampa Luxsar,Bolivia,Bolivia,-20.85,-68.2,5543.0,Volcanic field,Holocene,U
0101-071,Pantelleria,Italy,Italy,36.77,12.02,836.0,Shield volcano,Historical,D3
1507-152,"Pantoja, Cerro",Chile,Chile-C,-40.77,-71.95,2112.0,Stratovolcano,Holocene,U
0603-10=,Papandayan,Indonesia,Java,-7.32,107.73,2665.0,Stratovolcano,Historical,D2
1401-081,Papayo,Mexico,Mexico,19.308,-98.7,3600.0,Lava dome,Holocene,U
1401-05=,Paricutin Volcanic Field,Mexico,Mexico,19.48,-102.25,3860.0,Cinder cone,Historical,D2
0701-011,Parker,Philippines,Mindanao-Philippines,6.12,124.892,1824.0,Stratovolcano,Historical,D5
0601-231,Patah,Indonesia,Sumatra,-4.27,103.3,2817.0,Unknown,Uncertain,Unknown
1600-11=,"Patates, Morne",Dominica,W Indies,15.22,-61.37,960.0,Stratovolcano,Radiocarbon,D5
1505-012,Patilla Pata,Bolivia,Bolivia,-18.05,-69.03,5300.0,Stratovolcano,Holocene,Unknown
0703-087,Patoc,Philippines,Luzon-Philippines,17.147,120.98,1865.0,Stratovolcano,Fumarolic,U
0603-07=,Patuha,Indonesia,Java,-7.15,107.37,2434.0,Stratovolcano,Holocene,U
1900-041,Paulet,Antarctica,Antarctica,-63.58,-55.77,353.0,Cinder cone,Holocene,U
1102-03-,Pavlof,United States,Alaska Peninsula,55.42,-161.9,2519.0,Stratovolcano,Historical,D1
1102-04-,Pavlof Sister,United States,Alaska Peninsula,55.45,-161.87,2142.0,Stratovolcano,Historical,D4
1507-066,"Payun Matru, Cerro",Argentina,Argentina,-36.42,-69.2,3691.0,Shield volcano,Holocene,U
1505-20-,Peinado,Argentina,Argentina,-26.617,-68.15,5740.0,Stratovolcano,Holocene,U
1600-12=,Pelee,Martinique,W Indies,14.82,-61.17,1397.0,Stratovolcano,Historical,D2
0603-291,Penanggungan,Indonesia,Java,-7.62,112.63,1653.0,Stratovolcano,Holocene,U
0601-191,Pendan,Indonesia,Sumatra,-2.82,102.02,0.0,Unknown,Holocene,U
1900-031,Penguin Island,Antarctica,Antarctica,-62.1,-57.93,180.0,Stratovolcano,Lichenometry,D2
0603-04=,Perbakti,Indonesia,Java,-6.75,106.68,1699.0,Stratovolcano,Fumarolic,U
1501-062,Petacas,Colombia,Colombia,1.57,-76.78,4054.0,Lava dome,Holocene,Unknown
1900-029,Peter I Island,Antarctica,Antarctica,-68.85,-90.58,1640.0,Shield volcano,Holocene,U
0601-03=,Peuet Sague,Indonesia,Sumatra,4.914,96.329,2801.0,Complex volcano,Historical,D1
1802-02=,Pico,Portugal,Azores,38.47,-28.4,2351.0,Stratovolcano,Historical,D4
1000-271,Piip,Russia,Kamchatka-E of,55.42,167.33,-300.0,Submarine volcano,Tephrochronology,D7
1404-08=,"Pilas, Las",Nicaragua,Nicaragua,12.495,-86.688,1088.0,Complex volcano,Historical,D2
1505-032,"Pina, Cerro",Chile,Chile-N,-19.492,-68.65,4037.0,Unknown,Holocene,Unknown
1401-001,Pinacate,Mexico,Mexico,31.772,-113.498,1200.0,Cinder cone,Holocene,U
0703-083,Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486.0,Stratovolcano,Historical,D1
1503-07=,Pinta,Ecuador,Galapagos,0.58,-90.75,780.0,Shield volcano,Historical,D2
1600-21-,Piparo,Trinidad,Trinidad,10.0,-61.0,140.0,Mud volcano,Historical,D1
1000-054,Piratkovsky,Russia,Kamchatka,52.113,157.849,1322.0,Stratovolcano,Holocene,U
1507-04=,Planchon-Peteroa,Chile,Chile-C,-35.24,-70.57,4107.0,Caldera,Historical,D1
1405-034,Platanar,Costa Rica,Costa Rica,10.3,-84.366,2267.0,Stratovolcano,Holocene,U
1900-013,"Pleiades, The",Antarctica,Antarctica,-72.67,165.5,3040.0,Stratovolcano,K-Ar,D7
1000-63-,Plosky,Russia,Kamchatka,57.83,160.25,1255.0,Shield volcano,Holocene,U
1000-31-,Plosky,Russia,Kamchatka,55.2,158.47,1236.0,Shield volcano,Holocene,U
1000-052,Plosky Volc Group,Russia,Kamchatka,52.02,157.53,681.0,Volcanic field,Holocene,U
1405-04=,Poas,Costa Rica,Costa Rica,10.2,-84.233,2708.0,Stratovolcano,Historical,D1
0703-02=,Pocdol Mountains,Philippines,Luzon-Philippines,13.05,123.958,1102.0,Compound volcano,Holocene,U
0604-07=,Poco Leok,Indonesia,Lesser Sunda Is,-8.68,120.48,1675.0,Unknown,Fumarolic,U
1000-47-,Pogranychny,Russia,Kamchatka,56.85,159.8,1427.0,Shield volcano,Holocene,U
0705-08-,Popa,Myanmar,SE Asia,20.87,95.23,1518.0,Stratovolcano,Anthropology,D7
